"All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI","All Digital HI"
7491,"UGC01285",4655,180,16,1,"shg2005","GB300",4655,197,188,180,16,7.2,3.41,11.3,1,8.6
7502,"UGC01460",,,,,"ctf2009","GBT",4781,290,282,,39,1.2,1.13,1.6,4,1.7
7504,"UGC01459",5466,362,20,1,"shg2005","AOlf",5466,382,371,362,20,1.8,1.61,8.5,1,2.1
7506,"UGC01462",5070,215,13,2,"shg2005","AOlf",5078,235,227,218,17,5.6,4.03,8.7,1,8.1
7508,"UGC01464",2964,87,19,1,"shg2005","AOlf",2964,98,93,87,19,3.5,1.54,8.6,1,5.3
7511,"PG0007511",5809,179,19,1,"tmc2006","Nanc",5809,197,188,179,19,2.7,0.59,11,1,1.4
7515,"PG0007515",,,,,"tmc2006","Nanc",5001,321,305,,100,4.5,3,10.6,2,4.6
7517,"UGC01463",,,,,"shg2005","AOlf",2478,422,414,,25,8.7,9.5,8.5,1,10.9
7519,"UGC01465",12628,501,20,1,"shg2005","AOlf",12628,536,510,501,20,2.1,1.35,8.9,1,1.2
7520,"AGC110713",,,,,"shg2005","AOlf",12743,381,361,,25,1.9,0.76,8.9,1,1
7521,"AGC110712",3905,142,20,1,"shg2005","AOlf",3905,156,150,142,20,2.8,1.19,8.5,1,3.7
7533,"UGC01468",4609,197,7,2,"shg2005","AOlf",4609,215,207,199,8,18,3.22,8.5,1,4.5
7537,"NGC00769",4427,300,14,1,"ctf2009","AOG",4427,316,309,300,14,9.2,4.03,1.3,4,6.3
7540,"AGC110716",5269,198,11,2,"shg2005","AOlf",5268,214,206,197,17,5.2,3.69,8.6,1,8.5
7544,"NGC000779",1393,351,7,2,"ctm2010","GBT",1392,364,359,350,11,12.4,15.82,1.6,4,21.1
7545,"UGC01470",5186,232,19,1,"shg2005","AOlf",5186,250,241,232,19,2.7,2.76,8.7,1,5.7
7547,"PG0007547",5292,324,17,1,"tmc2006","Nanc",5292,345,333,324,17,5,3.41,10.9,1,4.7
7550,"PG0007550",,,,,"tmc2006","Nanc",,,,,500,1,0.28,10.7,1,1.2
7554,"IC0000184",,,,,"tmc2006","Nanc",,,,,500,0.8,1,10.7,1,1.7
7556,"UGC01473",4728,132,8,1,"shg2005","AOlf",4728,146,139,132,8,19.8,4.28,8.7,1,12.7
7557,"PG0007557",,,,,"tmc2006","Nanc",5849,451,437,,100,2.7,2.31,11,1,2.5
7560,"UGC01471",4934,126,8,1,"shg2005","AOlf",4934,140,133,126,8,21.7,5.3,8.7,1,15.7
7562,"AGC110720",5089,280,18,1,"shg2005","AOlf",5089,298,289,280,18,3.5,1.71,8.5,1,2.9
7564,"AGC110717",5342,196,20,1,"shg2005","AOlf",5342,213,205,196,20,3.8,2.1,8.5,1,4.9
7568,"AGC410427",5243,391,11,2,"shg2005","GB300",5243,419,406,397,14,8.3,13.31,11.4,1,12.1
7570,"UGC01477",,,,,"shg2005","AOlf",6046,230,221,,25,3.2,0.68,8.8,1,1.8
7571,"UGC01472",4862,127,18,1,"shg2005","AOlf",4862,141,134,127,18,4.4,3.34,8.7,1,10.6
7574,"UGC01481",8325,348,19,1,"shg2005","AOlf",8325,371,357,348,19,2.6,2.85,8.7,1,3.8
7579,"UGC01474",4074,153,19,1,"shg2005","AOlf",4074,168,161,153,19,3,2.82,8.6,1,8
7585,"PG0007585",5418,120,17,1,"tmc2006","Nanc",5418,135,127,120,17,5,1.93,10.9,1,6.9
7587,"AGC110726",4862,200,19,1,"shg2005","AOlf",4862,217,209,200,19,2.7,0.9,8.5,1,2.1
7588,"UGC01478",4859,98,12,1,"shg2005","AOlf",4859,110,104,98,12,12.4,3.16,8.7,1,9.3
7590,"UGC01483",5129,71,18,1,"shg2005","AOlf",5129,81,75,71,18,4,1.43,8.7,1,8.5
7594,"UGC01479",,,,,"shg2005","AOlf",4945,494,482,,25,3.2,1.23,8.5,1,1.2
7596,"AGC110792",5065,171,16,1,"shg2005","AOlf",5065,187,180,171,16,5.9,2.06,8.6,1,5.4
7602,"UGC01485",4855,286,17,1,"shg2005","AOlf",4855,304,295,286,17,5.5,2.2,8.5,1,3.6
7603,"UGC01486",5083,227,16,1,"shg2005","AOlf",5083,244,236,227,16,6.4,4.5,8.7,1,9.3
7604,"AGC110729",9644,288,19,1,"shg2005","AOlf",9644,311,297,288,19,2.5,2.03,8.8,1,3.2
7611,"AGC110727",11512,231,19,1,"shg2005","AOlf",11512,254,240,231,19,2.5,0.9,8.9,1,1.8
7613,"UGC01490",3076,180,16,1,"shg2005","AOlf",3076,195,189,180,16,7.2,4.75,8.4,1,9.3
7614,"UGC01489",,,,,"shg2005","AOlf",12920,345,326,,25,2.6,2.35,9,1,3.4
7616,"AGC001488",5184,381,15,1,"hgm2011","ALFA",5184,399,390,381,15,7.3,6.49,5.3,1,7.8
7620,"AGC001491",12183,174,18,1,"hgm2011","ALFA",12183,193,183,174,18,3.5,1.48,5.5,1,3.7
7633,"AGC110734",8066,223,17,1,"shg2005","AOlf",8066,247,232,223,17,4.6,2.1,8.6,2,4
7635,"UGC01494",19871,680,19,1,"shg2005","AOlf",19871,740,689,680,19,2.6,1.84,9.4,1,1
7637,"UGC01495",9521,253,19,1,"shg2005","AOlf",9521,275,262,253,19,3.3,3.19,8.9,1,5.4
7646,"UGC01493",4147,346,19,1,"ctf2009","GBT",4147,363,355,346,19,2.3,1.87,1.6,4,2.5
7649,"UGC01498",4727,254,15,1,"shg2005","AOlf",4727,272,263,254,15,8.1,2.39,8.6,1,4.4
7650,"AGC110732",,,,,"shg2005","AOlf",4045,191,180,,25,1.4,0.41,8.5,2,1.1
7653,"AGC110736",5035,177,17,1,"shg2005","AOlf",5035,193,186,177,17,5.5,2.34,8.5,1,5.9
7655,"AGC122956",4779,145,14,1,"hgm2011","ALFA",4779,158,153,145,14,8.6,3.01,5.3,1,9.4
7657,"AGC001497",5193,72,8,1,"hgm2011","ALFA",5193,80,76,72,8,33.2,9.21,5.3,1,38
7659,"UGC1493A",,,,,"ctf2009","GBT",4887,237,225,,30,7.4,2.31,2.1,8,4.9
7663,"UGC01500",2433,154,16,1,"shg2005","AOlf",2433,168,162,154,16,7.4,2.49,8.4,1,7.2
7667,"UGC01502",3837,133,16,1,"shg2005","AOlf",3837,147,141,133,16,6.9,1.72,8.6,1,4
7671,"NGC000784",196,94,6,2,"ctm2010","GBT",197,105,102,96,8,132.1,54.11,1.6,4,242.2
7680,"UGC01506",4485,164,18,1,"shg2005","AOlf",4485,180,173,164,18,5,2.06,8.6,1,5.3
7682,"PG0007682",,,,,"tmc2006","Nanc",2425,136,124,,80,5.8,1.96,10.5,2,5
7683,"UGC01507",,,,,"shg2005","AOlf",5147,533,516,,100,6.7,4.75,8.5,2,4.6
7687,"AGC110740",8112,124,18,1,"shg2005","AOlf",8112,140,132,124,18,3.3,1.15,8.8,1,3.5
7706,"UGC01510",,,,,"ctf2009","AOG",5009,213,207,,100,17.6,5.52,1.3,4,10.8
7714,"AGC410437",4718,184,19,1,"shg2005","Nanc",4718,199,193,184,19,2.3,4.41,5.4,1,11
7716,"AGC110746",,,,,"shg2005","AOlf",12353,294,278,,25,2,1.31,8.9,1,2.3
7725,"UGC01515",4659,134,18,1,"shg2005","AOlf",4659,148,141,134,18,4.1,2.14,8.7,1,7
7726,"UGC01514",,,,,"shg2005","AOlf",9108,436,419,,22,1.9,1.41,8.8,1,1.1
7730,"PG0007730",,,,,"tmc2006","Nanc",10111,423,404,,25,3.3,4.56,11,1,4.7
7740,"UGC01526",,,,,"shg2005","AOlf",5929,294,284,,25,4.4,3.79,8.6,1,6.5
7741,"UGC01527",,,,,"shg2005","AOlf",5849,170,162,,100,4.2,3.96,8.6,1,5.3
7742,"AGC021561",4994,370,18,1,"shg2005","GB140",4994,388,379,370,18,3.6,9.25,4.3,1,11.9
7750,"UGC01519",2369,109,19,1,"shg2005","AOlf",2369,121,116,109,19,3.2,2.06,8.5,1,7.4
7756,"UGC01523",,,,,"shg2005","AOlf",13229,327,309,,22,1.9,0.82,9.1,1,1.2
7757,"ES153-011",5966,408,19,1,"archi12","PAKS",5966,429,417,408,19,3.1,4.61,1.7,4,5.3
7762,"AGC110751",4818,111,18,1,"shg2005","AOlf",4818,124,118,111,18,3.4,0.44,8.5,1,1.6
7765,"UGC01529",4650,249,16,1,"shg2005","AOlf",4650,266,258,249,16,6.9,4,8.5,1,6.9
7768,"UGC01530",,,,,"shg2005","AOlf",3894,261,253,,25,2.4,0.9,8.5,1,1.5
7770,"UGC01531",8181,394,20,1,"shg2005","AOlf",8181,419,403,394,20,2.5,2.23,8.8,1,2.6
7775,"AGC110754",12526,374,19,1,"shg2005","AOlf",12526,408,383,374,19,3.1,1.41,9,2,1.7
7776,"AGC120001",9586,350,19,1,"shg2005","AOlf",9586,375,359,350,19,2.5,3.37,8.7,1,4.6
7789,"UGC01533",,,,,"shg2005","AOlf",14618,275,258,,25,2.6,3.11,9.2,1,4.8
7800,"UGC01536",7593,327,19,1,"shg2005","AOlf",7593,349,336,327,19,3.1,1.51,8.7,1,2.2
7806,"AGC420003",3862,248,11,2,"shg2005","GB300",3858,270,264,255,14,9.2,26.92,5.6,1,17.1
7812,"UGC01542",6405,488,20,1,"shg2005","AOlf",6405,512,497,488,20,2.3,4.96,8.7,1,4.8
7814,"AGC120003",,,,,"shg2005","AOlf",5648,212,204,,25,2.1,1.19,8.5,1,2.7
7817,"UGC01535",4327,63,17,1,"shg2005","AOlf",4327,72,67,63,17,5.6,3.39,8.7,1,14.7
7819,"UGC01538",2835,109,18,1,"shg2005","AOlf",2835,121,116,109,18,4.7,1.62,8.6,1,6.5
7824,"UGC01540",,,,,"shg2005","AOlf",5532,190,182,,25,3.4,2.71,8.7,1,6.5
7827,"AGC120004",,,,,"shg2005","AOlf",9100,293,280,,34,1.4,0.53,8.8,1,0.8
7832,"UGC01541",5643,412,19,1,"shg2005","AOlf",5643,433,421,412,19,3.3,6.15,8.6,1,6.1
7833,"UGC001537",7418,463,18,1,"archi12","GBT",7418,490,472,463,18,4.1,4.97,3.3,4,5.1
7839,"UGC01553",4754,194,17,1,"shg2005","AOlf",4754,210,202,194,17,5.2,3.51,8.5,1,6.7
7841,"AGC001551",2671,113,8,1,"hgm2011","ALFA",2671,124,120,113,8,51.5,16.42,5.2,1,64.5
7842,"AGC120006",7975,363,20,1,"shg2005","AOlf",7975,386,372,363,20,2,1.68,8.7,1,2.1
7843,"AGC120005",5011,205,13,2,"shg2005","AOlf",5019,200,192,184,18,3.4,0.85,8.6,1,1.9
7844,"UGC01544",5029,88,17,1,"shg2005","GB300",5029,101,94,88,17,5.7,3.18,11.4,1,15
7847,"UGC01550",5772,459,16,1,"shg2005","AOlf",5772,481,468,459,16,6.9,15.7,8.6,1,16.3
7849,"UGC01554",2099,247,8,1,"shg2005","AOlf",2099,262,256,247,8,46.7,23.86,8.4,1,44.6
7856,"UGC01556",,,,,"shg2005","AOlf",3673,404,395,,100,3.6,7.4,8.6,1,8.5
7859,"UGC01558",5316,125,18,1,"shg2005","AOlf",5316,139,132,125,18,4,2.27,8.7,1,6.9
7863,"UGC01559",3648,145,8,1,"shg2005","AOlf",3648,159,153,145,8,18.9,10.32,8.6,1,30.2
7864,"UGC01560",8491,306,17,1,"shg2005","AOlf",8491,328,315,306,17,5.4,4.24,8.7,1,4.9
7871,"AGC001561",608,48,13,1,"hgm2011","ALFA",608,53,50,48,13,9.7,3.62,5.2,1,27.3
7875,"UGC01564",,,,,"shg2005","AOlf",6308,303,292,,25,5,7.04,8.6,1,10.9
7900,"PG0007900",1363,152,13,1,"ksk2004","PAKS",1363,168,161,152,13,13.7,24.2,13.3,1,71.4
7902,"UGC01565",4701,187,11,2,"shg2005","AOlf",4706,217,209,200,16,6.9,5,8.7,1,11.1
7904,"ES153-015",6526,177,15,1,"archi12","PAKS",6526,193,185,177,15,7.5,9.72,1.7,4,24.9
7905,"NGC000811",1924,146,10,1,"tmc2006","Nanc",1924,160,154,146,10,23.3,0.01,10.4,1,0
7917,"UGC01572",3538,265,17,1,"shg2005","AOlf",3538,282,274,265,17,5.2,4.42,8.6,1,7.6
7922,"UGC01568",,,,,"shg2005","AOlf",5567,123,116,,25,3.1,0.95,8.6,1,2.7
7930,"AGC120014",7845,342,16,1,"shg2005","AOlf",7845,365,351,342,16,6,4.3,8.7,1,5.7
7931,"AGC120012",6976,168,20,1,"shg2005","AOlf",6976,185,176,168,20,2.2,1.17,8.6,1,3.1
7933,"UGC001567",9015,543,18,1,"archi12","GBT",9015,575,552,543,18,4.1,2.6,3.3,4,2.2
7934,"AGC001571",4750,458,17,1,"hgm2011","ALFA",4750,477,467,458,17,4.8,5.78,5.3,1,6
7939,"AGC120017",9473,323,19,1,"shg2005","AOlf",9473,347,332,323,19,2.9,1.4,8.8,1,2
7940,"ES354-033",4960,149,16,1,"tmc2006","Nanc",4960,165,157,149,16,6.3,5.52,10.9,1,16.5
7944,"UGC01575",4852,196,17,1,"shg2005","AOlf",4852,213,205,196,17,5.6,3.95,8.7,1,9.5
7951,"UGC01580",7788,471,19,1,"shg2005","AOlf",7788,497,480,471,19,2.7,3.74,8.8,1,3.7
7952,"UGC01579",3427,106,8,1,"shg2005","AOlf",3427,118,112,106,8,53.2,8.55,8.6,1,31.7
7953,"UGC01574",5181,206,18,1,"shg2005","AOlf",5181,223,215,206,18,4.3,4.01,8.5,1,7.5
7957,"AGC120016",4416,341,19,1,"shg2005","AOlf",4416,359,350,341,19,2.6,1.04,8.5,1,1.4
7960,"UGC01576",5235,159,16,1,"shg2005","AOlf",5235,175,168,159,16,7,1.53,8.5,1,3.2
7961,"PG0007961",,,,,"tmc2006","Nanc",3906,341,326,,40,2.7,1.5,10.8,2,2.2
7962,"AGC120018",4808,185,17,1,"shg2005","AOlf",4808,201,194,185,17,5.6,3.67,8.5,1,8.3
7963,"AGC120020",5751,284,20,1,"shg2005","AOlf",5751,303,293,284,20,3.3,2.17,8.6,1,3.6
7966,"UGC01584",7528,295,16,1,"shg2005","AOlf",7528,316,304,295,16,6.7,4.01,8.7,1,5.9
7967,"UGC01577",5267,263,14,1,"shg2005","AOlf",5267,281,272,263,14,9.8,6.62,8.5,1,11.4
7970,"AGC120019",,,,,"shg2005","AOlf",4492,208,201,,100,5.9,4.33,8.5,1,7.2
7972,"UGC01581",4421,330,14,1,"shg2005","AOlf",4421,348,339,330,14,9.1,11.97,8.7,1,16.7
7979,"UGC001588",,,,,"hkk2005","Eff",12716,470,440,,60,4.4,2.74,5.4,4,2.7
7980,"UGC01582",4816,282,16,1,"shg2005","GB300",4816,301,291,282,16,6.4,7.06,11.3,1,11.6
7981,"AGC123119",5314,172,14,1,"hgm2011","ALFA",5314,187,181,172,14,9.1,3.96,5.3,1,10.3
7984,"AGC120022",,,,,"shg2005","AOlf",12639,407,386,,50,0.8,0.82,8.9,1,0.8
7995,"PGC007995",5033,360,13,1,"archi12","GBT",5033,382,369,360,13,14.1,5.23,3.2,4,6.6
8003,"UGC01589",12491,482,19,1,"shg2005","AOlf",12491,516,491,482,19,2.7,1.05,8.9,1,1
8004,"AGC122961",4206,90,15,1,"hgm2011","ALFA",4206,99,95,90,15,7.8,2.02,5.3,1,9.2
8005,"AGC120024",8271,204,18,1,"shg2005","AOlf",8271,223,213,204,18,4,2.34,8.8,1,5.3
8009,"UGC001585",5822,325,18,1,"tmc2006","Nanc",5822,346,334,325,18,3.8,5.91,11,1,8.4
8011,"UGC01592",9247,368,17,1,"shg2005","AOlf",9247,393,377,368,17,6.2,5.3,8.9,1,6.7
8014,"UGC01593",7455,241,19,1,"shg2005","AOlf",7455,261,250,241,19,3.6,5.79,8.8,1,10.6
8025,"ES298-007",6146,113,16,1,"tmc2006","Nanc",6146,128,120,113,16,5.8,2.93,11,1,11.5
8026,"UGC01594",9226,458,18,1,"shg2005","AOlf",9226,486,467,458,18,4.4,6.17,8.9,1,5.8
8027,"AGC120030",9264,222,20,1,"shg2005","AOlf",9264,243,231,222,20,2.6,1.12,8.8,1,2.2
8035,"UGC01595",4966,258,11,2,"shg2005","AOlf",4967,274,265,256,15,8.5,3.7,8.5,1,6.7
8042,"PG0008042",,,,,"tmc2006","Nanc",8442,331,316,,100,3.4,3.93,10.9,1,5.9
8046,"PG0008046",5181,283,20,1,"tmc2006","Nanc",5181,308,292,283,20,6,6.99,10.9,2,11.4
8056,"UGC01600",6814,346,18,1,"shg2005","AOlf",6814,367,355,346,18,4.1,3.86,8.6,1,4.9
8060,"UGC01603",5994,176,17,1,"shg2005","GB300",5994,194,184,176,17,5.3,4.76,11.4,1,11.8
8064,"AGC120037",3849,115,16,1,"shg2005","AOlf",3849,128,122,115,16,6,2.64,8.5,1,9.2
8066,"UGC01598",5161,435,16,1,"shg2005","GB300",5161,457,444,435,16,7,29.21,11.4,1,31.9
8070,"AGC120040",,,,,"shg2005","AOlf",10405,364,347,,30,1.3,1.04,8.8,1,1.5
8078,"UGC01601",5588,254,18,1,"shg2005","Effs",5588,271,263,254,18,4.9,6.81,5.4,1,12.6
8079,"UGC01606",8034,198,19,1,"shg2005","AOlf",8034,217,207,198,19,3.1,2.53,8.8,1,6
8082,"UGC001602",5502,178,16,1,"ctm2010","GBT",5502,193,186,178,16,6.3,2.85,1.6,4,7.1
8090,"UGC01608",,,,,"shg2005","AOlf",9280,196,186,,25,2.3,0.67,8.9,1,1.4
8097,"AGC120043",,,,,"shg2005","AOlf",11296,424,404,,25,1.8,1.43,8.9,1,1.7
8098,"UGC01613",8321,125,15,1,"shg2005","GB300",8321,142,132,125,15,8.6,4.99,11.6,1,15.5
8101,"UGC01610",9122,459,19,1,"shg2005","AOlf",9122,487,468,459,19,3.5,3.46,8.9,1,3.5
8104,"AGC120044",5110,169,17,1,"shg2005","AOlf",5110,185,178,169,17,5.1,2.26,8.7,1,5.7
8109,"UGC01611",4507,234,17,1,"shg2005","AOlf",4507,251,243,234,17,5.6,2.69,8.5,1,5.5
8120,"UGC001607",6262,472,14,2,"archi12","GBT",6264,507,483,474,20,6.2,3.19,3.3,8,3.1
8127,"UGC001609",6505,496,20,1,"archi12","GBT",6505,523,505,496,20,1.7,1.93,3.3,4,1.7
8131,"UGC01622",7684,341,19,1,"shg2005","AOlf",7684,363,350,341,19,2.6,2.51,8.7,1,3.3
8132,"UGC01612",8473,312,19,1,"shg2005","Effs",8473,333,321,312,19,3.1,3.48,5.5,1,5.2
8135,"UGC01623",5197,165,16,1,"shg2005","AOlf",5197,181,174,165,16,7.2,4.38,8.7,1,10.3
8146,"UGC01625",4945,274,13,2,"ctf2009","AOG",4935,312,304,295,17,5.2,2.22,1.3,4,2.1
8148,"UGC01627",,,,,"shg2005","AOlf",6879,214,200,,27,1.7,1.05,8.8,2,1.7
8151,"ES414-032",,,,,"tmc2006","Nanc",5429,412,399,,100,4.5,6.55,10.7,1,7.8
8152,"AGC120048",11078,41,17,1,"hgm2011","ALFA",11078,48,44,41,17,4.6,0.82,5.5,1,5.7
8161,"UGC01626",5547,164,17,1,"shg2005","GB300",5547,182,173,164,17,5.5,5.99,11.4,1,16.6
8163,"UGC01630",4453,273,16,1,"shg2005","AOlf",4453,291,282,273,16,7.6,5.23,8.6,1,8.9
8165,"UGC01629",4418,342,8,1,"shg2005","AOlf",4418,360,351,342,8,16.8,11.01,8.5,1,15.1
8167,"UGC01635",3534,119,13,1,"shg2005","AOlf",3534,132,126,119,13,10.5,3.65,8.6,1,12.3
8171,"AGC120052",5206,277,17,1,"shg2005","AOlf",5206,300,286,277,17,6.2,3.63,8.6,2,6.2
8173,"UGC01636",3415,459,18,1,"shg2005","AOlf",3415,478,468,459,18,4.2,5.26,8.6,1,7.3
8174,"UGC01632",6592,280,19,1,"shg2005","AOlf",6592,300,289,280,19,2.6,2.02,8.8,1,3.5
8175,"AGC120054",7760,245,19,1,"shg2005","AOlf",7760,265,254,245,19,3,2.25,8.8,1,4.3
8185,"UGC01633",4265,448,19,1,"shg2005","AOlf",4265,468,457,448,19,3.7,12.3,8.6,1,12.7
8196,"UGC01640",3463,351,14,1,"shg2005","AOlf",3463,368,360,351,14,9.3,9.72,8.4,1,13.2
8198,"UGC01638",4853,203,13,2,"shg2005","AOlf",4849,214,206,197,18,4.1,1.37,8.5,1,2.4
8199,"UGC01634",4978,139,16,1,"shg2005","GB300",4978,155,147,139,16,6.9,7.29,11.4,1,22.4
8200,"IC0000209",3950,272,19,1,"tmc2006","Nanc",3950,290,281,272,19,2.7,2.92,10.8,1,5.1
8203,"AGC120055",9860,110,12,2,"shg2005","AOlf",9858,118,110,104,17,5.3,2.18,8.7,1,8.9
8205,"UGC01647",3320,156,18,1,"shg2005","AOlf",3320,171,165,156,18,5.1,2.18,8.5,1,4.6
8207,"UGC01646",3396,203,12,1,"shg2005","AOlf",3396,219,212,203,12,11.8,7.66,8.6,1,17
8211,"AGC001644",9147,116,17,1,"hgm2011","ALFA",9147,130,123,116,17,5.2,1.73,5.5,1,4.8
8214,"UGC01649",3317,128,18,1,"shg2005","AOlf",3317,141,135,128,18,5.1,2.32,8.6,1,4.3
8215,"UGC01641",5023,90,8,1,"shg2005","AOlf",5023,102,96,90,8,31.3,9.24,8.7,1,38.1
8217,"UGC01642",4642,160,19,1,"shg2005","AOlf",4642,175,168,160,19,3.7,3.04,8.5,1,6.7
8220,"AGC001648",4876,353,16,1,"hgm2011","ALFA",4876,371,362,353,16,6.7,5.78,5.3,1,7.9
8222,"UGC01645",,,,,"shg2005","AOlf",11801,292,276,,25,2.7,2.31,8.9,1,2.8
8223,"ES478-006",5328,383,10,3,"shg2005","GB140",5321,405,396,387,16,6.1,13.59,4.3,1,11.2
8225,"NGC000833",,,,,"tmc2006","Nanc",3886,278,269,,100,1.7,2.33,10.8,1,2.8
8228,"AGC420027",3858,228,14,1,"shg2005","GB300",3858,246,237,228,14,8.3,13.71,11.3,1,3.8
8230,"AGC120060",4800,513,13,1,"hgm2011","ALFA",4800,533,522,513,13,10.1,12.47,5.3,1,11.6
8231,"AGC120059",,,,,"shg2005","AOlf",11598,430,410,,40,1.2,1.4,8.9,1,1.7
8232,"AGC420030",1938,268,8,3,"shg2005","GB300",1936,281,276,267,14,9,17.28,5.6,1,26.8
8235,"AGC120061",8315,264,20,1,"shg2005","AOlf",8315,285,273,264,20,1.9,1.05,8.7,1,1.9
8237,"UGC01650",4594,221,19,1,"shg2005","AOlf",4594,238,230,221,19,3.5,4.32,8.7,1,8.9
8241,"AGC120063",7193,195,19,1,"shg2005","AOlf",7193,213,204,195,19,2.7,1.55,8.6,1,3.6
8245,"UGC01652",5153,258,18,1,"shg2005","AOlf",5153,276,267,258,18,5.1,4.81,8.7,1,8.4
8251,"IC0000207",,,,,"tmc2006","Nanc",4855,357,346,,100,7.7,5.51,10.9,1,7.5
8254,"NGC000839",,,,,"tmc2006","Nanc",3866,228,220,,100,9.2,10.58,10.8,1,20.2
8255,"UGC01653",7303,196,17,1,"shg2005","AOlf",7303,214,205,196,17,5.9,3.5,8.7,1,7.5
8260,"UGC01658",4582,258,19,1,"shg2005","AOlf",4582,275,267,258,19,3.8,2.41,8.5,1,3.6
8261,"AGC120069",10897,306,18,1,"shg2005","AOlf",10897,331,315,306,18,4.5,1.69,8.9,1,2.4
8266,"UGC01659",8252,424,19,1,"shg2005","AOlf",8252,449,433,424,19,3,3,8.8,1,2.7
8268,"AGC120062",5550,281,18,1,"shg2005","AOlf",5550,300,290,281,18,3.4,2.13,8.6,1,3.5
8270,"UGC01662",,,,,"shg2005","AOlf",6857,520,504,,25,2.2,1.05,8.8,1,1
8273,"AGC120065",,,,,"shg2005","AOlf",7624,108,101,,30,4.4,2.09,8.7,1,7.9
8281,"UGC01663",3452,207,11,1,"shg2005","AOlf",3452,223,216,207,11,13,4.69,8.6,1,10.6
8283,"NGC00828",,,,,"ctf2009","GBT",5344,480,467,,25,10.5,13.03,2.1,4,13.7
8287,"UGC001656",4371,135,15,1,"ctm2010","GBT",4371,148,143,135,15,8.2,2.65,1.6,4,8.9
8292,"AGC120070",,,,,"shg2005","AOlf",4645,226,218,,80,1.4,0.57,8.5,1,1.3
8293,"UGC01664",7289,437,10,1,"shg2005","AOlf",7289,461,446,437,10,14.2,6.11,8.8,1,6.6
8295,"AGC420037",2017,152,16,1,"shg2005","Nanc",2017,164,160,152,16,5.9,12.59,5.4,1,22.2
8296,"UGC001657",7900,557,18,1,"archi12","GBT",7900,588,566,557,18,4.3,2.46,3.3,4,2.2
8301,"UGC01660",7243,210,20,1,"shg2005","AOlf",7243,229,219,210,20,2,1.89,8.6,1,4
8302,"UGC01665",3559,95,19,1,"shg2005","AOlf",3559,106,100,95,19,3.1,1.25,8.6,1,7.5
8303,"AGC120073",9313,232,19,1,"shg2005","AOlf",9313,253,241,232,19,2.2,0.74,8.8,1,1.5
8318,"UGC01669",4572,246,16,1,"shg2005","AOlf",4572,263,255,246,16,6.4,4.06,8.6,1,7.3
8325,"AGC021671",5226,248,18,1,"shg2005","Nanc",5226,264,257,248,18,3.4,3.78,5.5,1,7.1
8335,"UGC01667",10814,272,19,1,"shg2005","AOlf",10814,296,281,272,19,2.8,1.86,8.8,1,2.8
8346,"UGC01671",,,,,"shg2005","AOlf",11798,587,560,,32,1.5,2.32,8.9,1,1.9
8348,"PG0008348",,,,,"tmc2006","Nanc",5092,314,298,,100,1.5,1.28,10.9,2,1.9
8349,"AGC120081",10447,90,17,1,"shg2005","AOlf",10447,103,95,90,17,4.9,1.26,8.8,1,4.4
8350,"AGC120080",,,,,"shg2005","AOlf",11794,617,585,,100,1.4,1.14,8.9,2,0.9
8351,"UGC01673",4361,244,18,1,"shg2005","AOlf",4361,261,253,244,18,4.7,3.18,8.5,1,5.6
8352,"NGC00834",4600,306,17,1,"ctf2009","GBT",4591,295,286,,40,7.4,4.89,2.1,4,7.4
8353,"UGC001677",1600,98,15,1,"ctm2010","GBT",1600,108,104,98,15,7.9,1.63,1.6,4,6.5
8355,"AGC120082",4312,156,17,1,"shg2005","AOlf",4312,175,164,156,17,5.1,1.8,8.6,2,5.3
8360,"UGC01678",3254,196,8,1,"shg2005","AOlf",3254,211,205,196,8,28.6,13.9,8.4,1,31.7
8362,"UGC01675",5113,304,18,1,"shg2005","AOlf",5113,323,313,304,18,5.1,2.08,8.5,1,2.1
8365,"UGC01674",7213,213,19,1,"shg2005","AOlf",7213,232,222,213,19,3,3,8.6,1,6.5
8372,"NGC00841",4545,394,12,2,"ctf2009","AOG",4541,404,397,388,15,8.1,6.71,1.3,2,8.1
8379,"UGC01683",,,,,"shg2005","AOlf",7831,347,334,,30,1.6,1.41,8.8,1,2.4
8381,"UGC01684",8006,188,18,1,"shg2005","AOlf",8006,207,197,188,18,4.8,1.57,8.7,1,3.5
8387,"AGC120085",13581,333,20,1,"shg2005","AOlf",13581,362,342,333,20,1.9,1.54,9,1,2.2
8388,"NGC000854",6221,428,18,1,"tmc2006","Nanc",6221,457,437,428,18,3.8,6.19,11,2,6.7
8389,"AGC120090",,,,,"shg2005","AOlf",7736,151,143,,25,2.2,0.35,8.7,1,1.1
8391,"AGC120091",7959,71,20,1,"shg2005","AOlf",7959,82,76,71,20,1.9,0.34,8.7,1,1.8
8393,"UGC01682",5000,223,17,1,"shg2005","AOlf",5000,240,232,223,17,5.8,3.25,8.7,1,6.7
8396,"UGC01685",6181,427,11,2,"ctf2009","AOG",6181,444,432,423,14,9,4.21,1.3,4,4.7
8400,"AGC420042",5039,252,11,2,"shg2005","GB300",5038,278,271,262,15,7.3,9.73,5.7,1,17.2
