"# W/ DUPLICATIONS","#","HIPASS_NAME","OBS_RUN_NIGHT","OBS_DATE","NAME","OBSERVATION COMMENTS","NOD&SHUFFLE","RA","DEC","USED/OR NOT","COMMENT_ON_PPXF","MORPHOLOGICAL_TYPE (BASIC DATA)","MORPHOLOGY_SHORTENED","REDSHIFT","REDSHIFT UNCERTAINTY","MAJOR_AXIS","MINOR_AXIS","BASIC_MAGNITUDE","MAJOR_DIAMETER (ESO Uppsala)","MINOR/MAJOR RATIO (ESO Uppsala)","POSITION ANGLE (ESO Uppsala)","MAJOR_DIAMETER (RC3)","MAJOR_DIAMETER_UNC (RC3)","MINOR/MAJOR RATIO (RC3)","MINOR/MAJOR RATIO UNC (RC3)","POSITION ANGLE (RC3)","HIPASS_RV50max","HIPASS_RV50min","HIPASS_RV20max ","HIPASS_RV20min ","HIPASS_Rvmom ","HIPASS_Rvsp","HIPASS_RVGSR ","HIPASS_RVLG ","HIPASS_RVCMB ","HIPASS_RV1 ","HIPASS_RV2 ","HIPASS_RVsp1 ","HIPASS_RVsp2 ","HIPASS_RVmask","HIPASS_W50max ","HIPASS_W50min ","HIPASS_W20max ","HIPASS_W20min ","HIPASS_Speak","HIPASS_Sint","HIPASS_RMS","HIPASS_RMSclip","HIPASS_RMScube","HIPASS_cube","HIPASS_Sigma","HIPASS_Boxsize","HIPASS_Qual","HIPASS_nb","HIPASS_cf","HIPASS_ext","RC3_PGC","RC3_D25","RC3_e_D25","RC3_R25","RC3_e_R25","RC3_Ae","RC3_e_Ae","A_e in arcsec","RC3_PA","RC3_BT","RC3_BT_code","RC3_e_BT","RC3_Bmag","RC3_e_Bmag","RC3_BoT","RC3_Ai","RC3_Ag","RC3_W50","RC3_e_W50","RC3_cz","2MASX_ID","2MASX_K_b/a","2MASX_K_PA","2MASX_K_mag","2MASX_K_mag_sigma","2MASX_K_mag_chi2","2MRS_E(B-V)","ABSOLUTE_MAGNITUDE_B","ABSOLUTE_MAGNITUDE_K","cos^2(i)","sini","INCLINATION_FROM_R25","HIPASS_W50max_z","HIPASS_W50max_zs","HIPASS_W50max_zst","HIPASS_W50max_zsti","BILBI_CENTRAL_VELOCITY_DISPERSION","BILBI_ERR_VELOCITY_DISP","BILBI_ROTATIONAL_VELOCITY","BILBI_ERR_ROTATIONAL_VELOCITY","BILBI_POSITION_ANGLE","BILBI_STD_DEV_POS_ANG","BILBI_COMMENT_POS_ANG","BILBI_Wmax_z","BILBI_Wmax_zs","BILBI_Wmax_zst","BILBI_Wmax_zsti","IN_THE_TABLE_OR_NOT"
131,99,"HIPASSJ1520-31","run7/night2","30.05.2014","ESO_449G005","Less cloudy at the beginning  + getting really cloudy at the end",1,"15h20m18.01s","-31d25m54.4s","not used","low snr","Sa:            HII  ","Sa",0.018827,0.000034,"      2.7:","      1.2:",15,"                    ","                    ","                    ","                    ","                    ","                    ","                    ","                    ",5644.2,5644.2,5649.9,5633.4,5647.6,5692.5,5572.2,5509.3,5818.2,5459.5,5802.7,4107.5,7230.4,"5459.5;5802.7",208.8,208.8,289.8,256.9,0.044,7.7,0.0081,0.0071,0.0138,174,158,28,1,0,0,0,,,,,,,,,,,,,,,,,,,,,"15201801-3125543",0.86,40,9.971,0.049,4.358,0.197,-34.5537697799,"None",1,0,0,204.9415651529,201.5095651529,201.4832641018,"None","None","None","None",,"None","None",,"None","None","None","None",1
132,100,"HIPASSJ1540-30","run7/night1","29.05.2014","NGC_5968","Cloudy (At least half of the exposure)",1,"15h39m57.17s","-30d33m10.0s","not used","low snr","SAB(r)bc poss. LINER","Sbc",0.018206,0.00002,2.1,1.9,13.1,131.83,0.933,152,125.4,9,0.933,0.067,"                    ",5460.8,5533.5,5460.4,5460.4,5467.9,5569.3,5406.5,5348.6,5614.5,5232.3,5681.6,3838.5,7098.2,"5232.3;5681.6",338,192.8,365.7,365.7,0.0527,14.4,0.0085,0.0066,0.0138,174,158,28,1,0,0,0,55738,1.32,0.03,0.03,0.03,1.01,0.07,61.3975795368," ",13.1," ",0.3,13.07,0.21,12.45,0.04,0.54," "," ",5120,"15395715-3033100",0.94,20,8.655,0.031,9.9,0.125,-21.9878338974,-25.9799764441,0.8690783177,0.3618310134,21.2126874802,331.9564017497,328.5244017497,328.5623441875,908.0546774776,"None","None","None",,"None","None",,"None","None","None","None",1
133,101,"HIPASSJ1547-75","run1/night5","26.05.2012","NGC_5967","observed twice : first observed through cloud and closed by humidity; some cloud during second",1,"15h48m15.9s ","-75d40m23s","not used","low snr","SAB(rs)c            ","Sc",0.009623,0.000019,2.9,1.7," 12.6b","                    ","                    ","                    ",173,12.4,0.589,0.057,89,2884.9,2853.6,2915.1,2915.1,2891.3,2789.2,2733.1,2666.9,2967.6,2693.6,3104.1,1316.5,4507.5,"2693.6;3104.1",243.9,181.2,329.6,329.6,0.1115,23.8,0.0061,0.0054,0.0115,19,158,28,1,0,1,0,56078,1.46,0.03,0.23,0.04,1.07,0.06,70.4938532964,90,12.7," ",0.2,12.65,0.28,12.01,0.35,0.31," "," ",2975,"15481597-7540226",0.56,80,8.711,0.044,8.186,0.099,-21.1236978203,-24.5444785669,0.3371924213,0.814129952,54.5014241344,241.575320689,238.143320689,238.1782277843,292.5555400714,"None","None","None",,"None","None",,"None","None","None","None",1
134,102,"HIPASSJ1617-11","run1/night2","23.05.2012","MCG-02-41-001","clouds+rain (observed twice May+July)",1,"16h17m15.8s ","-11d43m55s","not used","reduction issues","SAB(r)b?            ","Sb",0.003252,0.000003,2.4,1.7,15,"                    ","                    ","                    ",143.9,13.9,0.708,0.086,"                    ",978.4,978.4,976.8,976.8,978.2,1039,996.4,963.3,1072.7,826.4,1125.7,200.1,3030.3,"826.4;1125.7",178.4,178.4,204.9,204.9,0.5054,73.3,0.0145,0.0128,0.0153,320,158,36,1,0,0,1,57723,1.38,0.04,0.15,0.05," "," ",," "," "," "," "," "," "," ",0.2,1.05," "," "," ","16171575-1143543",0.76,60,9.915,0.044,3.489,0.301,"None",-21.1568875164,0.4938993848,0.7114074889,45.3495481785,177.8217237544,174.3897237544,174.2155729672,244.8885845184,"None","None","None",,"None","None",,"None","None","None","None",0
135,102,"HIPASSJ1617-11","run2/night4","16.06.2012","MCG-02-41-001",,1,"16h17m15.8s ","-11d43m55s","not used","low snr","SAB(r)b?            ","Sb",0.003252,0.000003,2.4,1.7,15,"                    ","                    ","                    ",143.9,13.9,0.708,0.086,"                    ",978.4,978.4,976.8,976.8,978.2,1039,996.4,963.3,1072.7,826.4,1125.7,200.1,3030.3,"826.4;1125.7",178.4,178.4,204.9,204.9,0.5054,73.3,0.0145,0.0128,0.0153,320,158,36,1,0,0,1,57723,1.38,0.04,0.15,0.05," "," ",," "," "," "," "," "," "," ",0.2,1.05," "," "," ","16171575-1143543",0.76,60,9.915,0.044,3.489,0.301,"None",-21.1568875164,0.4938993848,0.7114074889,45.3495481785,177.8217237544,174.3897237544,174.2155729672,244.8885845184,"None","None","None",,"None","None",,"None","None","None","None",1
136,103,"HIPASSJ1634-60","run7/night3","31.05.2014","NGC_6156",,1,"16h34m52.5s","-60d37m08s","not used","low snr","(R')SAB(rs)c   LIRG ","Sc",0.010885,0.000019,1.6,1.4,12.3,114.82,0.867,359,95.1,9.2,0.891,0.086,359,3263.2,3263.2,3265.2,3265.2,3261.7,3273.7,3143.8,3082.8,3330.1,3079.2,3444.2,1715.9,4823.3,"3079.2;3444.2",125.7,125.7,243.9,243.9,0.1319,19.3,0.0081,0.0074,0.0168,64,158,28,1,0,1,0,58536,1.2,0.04,0.05,0.04," "," ",,0," "," "," ",12.3,0.21,10.15,0.08,2.05," "," ",3250,"16345255-6037075",0.62,-50,8.703,0.027,3.19,0.172,-23.1909625092,-24.8211946875,0.7913232901,0.4568114599,27.1815474489,124.346488473,120.914488473,119.8060424546,262.2658426305,"None","None","None",,"None","None",,"None","None","None","None",1
137,104,"HIPASSJ1652-59","run2/night3","15.06.2012","NGC_6221","no guide star",1,"16h52m46.1s ","-59d13m07s","not used?","mask the companion","SB(s)bc pec;Sy1Sy2  ","Sbc",0.004999,0.000017,3.5,2.5," 11.2B",295.12,0.64,4,212.9,10,0.692,0.049,4,1498.6,1498.6,1495.2,1495.2,1498.8,1571.2,1389.9,1331.9,1553.6,1256.1,1698.7,200.1,3030.3,"1256.1;1698.7",266.2,266.2,334.9,334.9,0.3954,98.2,0.0104,0.0093,0.0145,65,158,28,1,0,1,0,59175,1.55,0.02,0.16,0.03,1.35,0.02,134.3232683141,5,10.66," ",0.15,11.14,0.16,9.77,0.25,0.86,276,7,1350,"16524632-5913009",0.65,-2,7.121,0.029," ",0.165,-21.6893419461,-24.7333558928,0.4710126748,0.7273151484,46.6617831712,264.8758854486,261.4438854486,261.486214845,359.5225747787,82.6760774272,4.5261597806,"None",,"None","None",,"None","None","None","None",1
138,105,"HIPASSJ1716-62","run2/night3","15.06.2012","NGC_6300","guiding star changed at the beginning",1,"17h16m59.5s ","-62d49m14s","not used","low snr","SB(rs)b        Sy2  ","Sb",0.003699,0.00001,4.5,3,10.98,316.23,0.667,117,268,12.6,0.661,0.031,117,1109.1,1109.1,1109.4,1109.4,1102.2,985.9,990.2,934.3,1138.6,892.9,1311.2,200.1,3030.3,"892.9;1311.2",299.7,299.7,323.6,323.6,0.2561,59.9,0.0135,0.0099,0.0122,39,158,36,1,1,0,1,60001,1.65,0.02,0.18,0.02,1.34,0.03,131.265697437,118,10.98,"M",0.05,10.91,0.21,10.2,0.25,0.52,299,7,1064,"17165947-6249139",0.61,-57,6.931,0.02," ",0.097,-20.9075853223,-24.2285287329,0.428283109,0.7561196274,49.1232967387,298.595495263,295.163495263,295.2050049443,390.4210315851,"None","None","None",,"None","None",,"None","None","None","None",1
139,106,"HIPASSJ1722-65b","run2/night4","16.06.2012","NGC_6328",,1,"17h23m41.0s ","-65d00m37s","used",,"SA(s)b         LINER","Sb",0.014428,0.000023,2.4,1.4,13.16,173.78,0.5,156,143.9,17.6,0.575,0.056,156,4325.4,4421.7,4325.2,4407.3,4346.3,4396.8,4229.5,4173.4,4379.9,4116,4510.5,2784.2,5718.4,"4116.0;4510.5",324.4,131.7,353.8,189.5,0.0726,13.7,0.0078,0.007,0.0122,40,158,28,1,0,1,0,60198,1.38,0.05,0.24,0.04," "," ",,157," "," "," ",13.16,0.21,12.51,0.3,0.31," "," ",4291,"17234103-6500371",0.8,-20,9.177,0.024,5.991,0.075,-21.3975880249,-24.9019670219,0.3213586866,0.8237968885,55.466703161,319.7861257773,316.3541257773,316.393407269,384.0672521376,226.0889584194,3.9750620956,"None",,"None","None","no clear rotation; there is another object at the edge","None","None","None","None",1
140,107,"HIPASSJ1815-58","run1/night4","25.05.2012","IC_4694 ","out of focus at the end",1,"18h15m26.4s ","-58d12m32s","not used","low snr","SB(s)c:             ","Sb",0.009255,0.000019,2.2,0.8,13.72,147.91,0.4,17,134.3,13,0.372,0.045,17,2774.6,2774.6,2764.1,2764.1,2774.3,2856.4,2690.9,2646.2,2759.7,2582.5,2972.8,1223.6,4347.6,"2582.5;2972.8",231.1,231.1,291.1,291.1,0.1242,23.3,0.007,0.0063,0.013,66,158,28,1,0,0,0,61647,1.35,0.04,0.43,0.05," "," ",,18," "," "," ",13.72,0.21,12.69,0.64,0.38," "," ",2500,,,,,,,,-20.2568535845,"None",0.125444832,0.9351765437,69.256685553,228.9807828547,225.5487828547,225.5726418699,241.2086181805,"None","None","None",,"None","None",,"None","None","None","None",1
141,108,"HIPASSJ1820-64","run2/night4","16.06.2012","IC_4696 ",,1,"18h20m17.9s ","-64d44m03s","not used","few pixels to work","SAB(rs)bc           ","Sbc",0.015599,0.000022,2.3,0.9,13.47,149.62,0.4,76,140.7,13.6,0.389,0.047,76,4676.5,4779,4660.7,4660.7,4681,4709.5,4577.4,4528.7,4675.4,4367.6,4924.1,3065.7,6372,"4367.6;4924.1",410.2,205.3,480.5,480.5,0.0821,24.1,0.0064,0.0052,0.0122,40,158,28,1,0,0,0,61750,1.37,0.04,0.41,0.05," "," ",,77," "," "," ",13.47,0.21," ",0.61,0.39," "," "," ","18201792-6444025",0.4,70,9.5,0.026,6.751,0.088,-21.6165813708,-24.8137056607,0.1389571072,0.9279239693,68.1134781722,403.8995705982,400.4675705982,400.4987823469,431.607325163,"None","None","None",,"None","None",,"None","None","None","None",1
142,109,"HIPASSJ1842-64","run5/night1","04.06.2013","IC_4745 ",,0,"18h42m35.9s ","-64d56m35s","not used","low snr","Sabpec: sp          ","Sab",0.015728,0.000024,2.1,0.9,13.86,133.35,0.417,178,128.3,12.4,0.407,0.05,178,4715.1,4520.6,4716.4,4716.4,4724.4,4505.5,4623.8,4577.6,4705.2,4424.2,5097.2,3015.9,6436,"4424.2;5097.2",510.5,121.6,543.2,543.2,0.0667,25.7,0.0063,0.0057,0.0122,41,158,28,1,0,0,0,62292,1.33,0.04,0.39,0.05," "," ",,179," "," "," ",13.86,0.21,13.08,0.48,0.25," "," ",4730,"18423586-6456345",0.38,5,9.301,0.029,3.333,0.073,-20.9700723667,-25.0440286818,0.1537730223,0.9199059614,66.912337998,502.5951829624,499.1631829624,499.1882242452,542.6513635265,"None","None","None",,"None","None",,"None","None","None","None",1
143,109,"HIPASSJ1842-64","run5/night1","04.06.2013","IC_4745 ",,0,"18h42m35.9s ","-64d56m35s","not used","low snr","Sabpec: sp          ","Sab",0.015728,0.000024,2.1,0.9,13.86,133.35,0.417,178,128.3,12.4,0.407,0.05,178,4715.1,4520.6,4716.4,4716.4,4724.4,4505.5,4623.8,4577.6,4705.2,4424.2,5097.2,3015.9,6436,"4424.2;5097.2",510.5,121.6,543.2,543.2,0.0667,25.7,0.0063,0.0057,0.0122,41,158,28,1,0,0,0,62292,1.33,0.04,0.39,0.05," "," ",,179," "," "," ",13.86,0.21,13.08,0.48,0.25," "," ",4730,"18423586-6456345",0.38,5,9.301,0.029,3.333,0.073,-20.9700723667,-25.0440286818,0.1537730223,0.9199059614,66.912337998,502.5951829624,499.1631829624,499.1882242452,542.6513635265,"None","None","None",,"None","None",,"None","None","None","None",0
144,110,"HIPASSJ1851-57","run7/night1","29.05.2014","NGC_6699","Quite cloudy",1,"18h52m02.04s","-57d19m14.7s","not used","so few pixels to work","SAB(s)bc            ","Sbc",0.011314,0.000034,1.5,1.5,12.64,103.51,0.981,179,92.9,9,0.955,0.092,"                    ",3391.9,3391.9,3392.1,3392.1,3392.7,3408.6,3319.9,3281.5,3346.9,3332.1,3452.6,1912.1,5395.4,"3332.1;3452.6",81.3,81.3,97.4,97.4,0.0436,3.1,0.0075,0.0064,0.0122,67,158,28,1,1,0,0,62512,1.19,0.04,0.02,0.04,0.94,0.01,52.2578153974," ",12.64," ",0.13,12.72,0.16,12.32,0.02,0.31," "," ",3409,"18520202-5719149",0.92,-85,8.89,0.034,5.25,0.088,-20.9808709409,-24.5821127259,0.9107252834,0.2987887491,17.3848671098,80.3904623094,76.9584623094,74.1236306784,248.0803943005,"None","None","None",,"None","None",,"None","None","None","None",1
145,111,"HIPASSJ1856-43","run5/night1","04.06.2013","ESO_281G038",,0,"18h56m21.0s ","-43d08m49s","not used","low snr","SAa:                ","Sa",0.016531,0.000027,1.4,0.3,12.39,"                    ","                    ","                    ",82.8,14.5,0.251,0.031,20,4955.8,5087.3,4962.3,4962.3,4971.8,5104.7,4952.9,4929.5,4884.4,4685.2,5216.5,3310.3,6620.4,"4685.2;5216.5",387.7,124.6,422.5,422.5,0.0573,13.9,0.0065,0.0054,0.0122,138,158,28,1,1,0,0,62585,1.14,0.07,0.6,0.05," "," ",,20," "," "," "," "," "," ",0.61,0.29," "," "," ","18562097-4308480",0.36,20,10.166,0.032,1.331,0.08,"None",-24.2467536749,0.0494071981,0.974983488,77.1571749182,381.3951566652,377.9631566652,377.9962240592,387.695000691,"None","None","None",,"None","None",,"None","None","None","None",1
146,111,"HIPASSJ1856-43","run5/night1","04.06.2013","ESO_281G038",,0,"18h56m21.0s ","-43d08m49s","not used","low snr","SAa:                ","Sa",0.016531,0.000027,1.4,0.3,12.39,"                    ","                    ","                    ",82.8,14.5,0.251,0.031,20,4955.8,5087.3,4962.3,4962.3,4971.8,5104.7,4952.9,4929.5,4884.4,4685.2,5216.5,3310.3,6620.4,"4685.2;5216.5",387.7,124.6,422.5,422.5,0.0573,13.9,0.0065,0.0054,0.0122,138,158,28,1,1,0,0,62585,1.14,0.07,0.6,0.05," "," ",,20," "," "," "," "," "," ",0.61,0.29," "," "," ","18562097-4308480",0.36,20,10.166,0.032,1.331,0.08,"None",-24.2467536749,0.0494071981,0.974983488,77.1571749182,381.3951566652,377.9631566652,377.9962240592,387.695000691,"None","None","None",,"None","None",,"None","None","None","None",0
147,112,"HIPASSJ1909-63a","run1/night1","22.05.2012","NGC_6744",,0,"19h09m46.1s ","-63d51m27s","not used","reduction issues","SAB(r)bc       LINER","Sbc",0.002805,0.000007,20,12.9,9.14,933.25,0.6,14,1197.2,27.9,0.646,0.03,14,841.1,841.1,840,840,838.3,707.3,745.2,703.2,799.1,569.3,1080.6,200.1,3030.3,"569.3;1080.6",327.9,327.9,355.2,355.2,3.8701,1032.2,0.0208,0.0189,0.0122,41,158,60,1,0,0,1,62836,2.3,0.01,0.19,0.02," "," ",,15,9.14,"S",0.17,9.38,0.16,8.82,0.29,0.15,308,7,730,"19094609-6351271",0.5,-2,5.935,0.047," ",0.043,-21.3408567449,-24.4585447337,0.408349618,0.7691881318,50.2810396696,326.9828132089,323.5508132089,323.5893004457,420.6894088549,"None","None","None",,"None","None",,"None","None","None","None",0
148,113,"HIPASSJ1914-62","run2/night4","16.06.2012","IC_4831 ",,1,"19h14m43.8s ","-62d16m21s","used",,"(R'_2)SAB(s)b       ","Sb",0.014494,0.000021,3.4,0.9," 13.6b",223.87,0.325,110,203.3,19.6,0.263,0.032,110,4345.3,4585.5,4344.4,4344.4,4350.4,4587.1,4263.6,4223.7,4302.9,4019.1,4673.6,2653.2,5571.1,"4019.1;4673.6",559.7,79.3,604.9,604.9,0.0892,29,0.0068,0.0062,0.0122,41,158,28,1,0,0,0,62951,1.53,0.04,0.58,0.05,0.72,0.04,31.488447615,111,12.3,"V",0.2,12.8,0.21,11.85,0.71,0.2," "," ",4314,"19144383-6216214",0.42,-70,8.681,0.026,9.9,0.059,-22.0189157739,-25.4497751603,0.0555834995,0.9718109387,76.3634833413,551.703607907,548.271607907,548.294406352,564.1986363143,195.5931289544,2.6903912554,311.539670307,,145.753387613,3.9512529485,,307.0887263079,303.6567263079,303.6973855153,312.5066547732,1
149,114,"HIPASSJ1933-58","run2/night3","15.06.2012","ESO_142G019","there is a star in the field",1,"19h33m18.9s ","-58d06m51s","not used","low snr","Sa                  ","Sa",0.014643,0.000029,4.1,0.7,11.82,147.91,0.422,162,244.4,17.5,0.166,0.029,160,4390,4693.5,4387.4,4678,4373.7,4709.5,4304.6,4271.3,4299.6,4011.4,4759.5,2604.1,6193.9,"4011.4;4759.5",684.5,77.5,704.6,123.2,0.0528,16.1,0.0059,0.0051,0.0115,68,158,28,1,1,0,0,63351,1.61,0.03,0.78,0.07,1.17,0.05,88.7465032901,160,11.82,"V",0.17,13.54,0.21,12.19,1.08,0.24," "," ",4211,"19331895-5806513",0.6,-15,8.845,0.024,9.342,0.083,-21.6868959043,-25.250955616,0.013334301,0.9933104746,83.3690205516,674.6215171247,671.1895171247,671.2081405184,675.7284430737,239.5673009796,4.8339991024,"None",,"None","None",,"None","None","None","None",1
150,115,"HIPASSJ1944-70","run7/night1","29.05.2014","NGC_6808","Clearer",1,"19h43m54.00s","-70d38m00.2s","not used","so few pixels to work","SA(r)ab pec:        ","Sab",0.01157,0.00007,1.5,0.8,12.46,110.92,0.471,39,90.8,8.8,0.501,0.048,39,3355.8,3389,3353,3353,3359.4,3408.6,3246.3,3201.3,3326.6,3258.6,3445,1822.5,4901.4,"3258.6;3445.0",138.6,72.3,156.9,156.9,0.024,2.7,0.0086,0.0076,0.0115,21,158,28,2,0,0,0,63578,1.18,0.04,0.3,0.04,0.71,0.01,30.7716830395,40,12.46,"V",0.13,13.29,0.14,12.57,0.36,0.32," "," ",3452,"19435402-7038002",0.46,40,9.044,0.021,3.735,0.081,-20.7479459659,-24.4368546523,0.2402482175,0.8716374146,60.6494787557,137.0147394644,133.5827394644,132.8031590664,152.3605536467,"None","None","None",,"None","None",,"None","None","None","None",1
151,116,"HIPASSJ2013-37","run1/night6","27.05.2012","ESO_399G025",,1,"20h13m27.7s ","-37d11m20s","used",,"(R')SA(s)0/a        ","S0a",0.008478,0.000021,2.2,1.2,13.91,88.1,0.627,158,134.3,13,0.537,0.066,152,2541.7,2373.9,2545.7,2417.9,2538.5,2359.8,2556.5,2555.1,2357,2292,2798.5,1256.1,4162.2,"2292.0;2798.5",395.4,59.8,417.9,162.4,0.09,13.4,0.0082,0.0069,0.013,182,119,28,1,0,0,0,64307,1.35,0.04,0.27,0.05,0.51,0.05,19.4156194158,152,13.91," ",0.16,13.64,0.21,13.2,0.28,0.3," "," ",2637,"20132771-3711194",0.68,-25,10.003,0.027,2.307,0.083,-19.5561859209,-22.738279042,0.2780064431,0.8497020401,58.1792763979,392.0759798429,388.6439798429,388.676140229,457.4263940745,173.4274506768,1.9084938884,224.89557609,,57.1205308126,5.1245093123,,223.0049402069,219.5729402069,219.5886665462,258.4301981044,1
152,117,"HIPASSJ2024-43","run1/night1","22.05.2012","NGC_6902",,0,"20h24m28.1s ","-43d39m13s","not used","reduction issues","SA(r)b         LINER","Sb",0.009326,0.000013,5.6,3.9,11.64,242.66,0.667,153,337.4,15.9,0.692,0.067,153,2796.6,2864.2,2789.3,2789.3,2793.9,2923.6,2786.8,2778.7,2626.6,2503.8,3055.4,1223.3,4385.1,"2503.8;3055.4",327.2,192.1,371.5,371.5,0.2966,73.3,0.0083,0.0075,0.0138,140,158,28,1,0,1,0,64632,1.75,0.02,0.16,0.04,1.38,0.06,143.9299751412,153,11.64," ",0.18,12.11,0.15,11.58,0.23,0.09,320,8,2712,"20242813-4339127",0.76,-24,8.612,0.041," ",0.04,-21.0593397496,-24.3362742993,0.4710126748,0.7273151484,46.6617831712,324.1767278362,320.7447278362,320.7835243943,441.051619892,"None","None","None",,"None","None",,"None","None","None","None",0
153,118,"HIPASSJ2030-33","run2/night3","15.06.2012","IC_5020 ","no guide star",1,"20h30m38.5s ","-33d29m08s","not used","maps not good","SA(s)bc        HII? ","Sbc",0.010292,0.000018,3,2.1,13.05,142.89,0.714,153,177.1,17.1,0.708,0.086,153,3085.6,3085.6,3091.1,3091.1,3085.7,2977.4,3120,3126.6,2876.5,2912.5,3291.9,1511.6,4678.6,"2912.5;3291.9",271.2,271.2,306.4,306.4,0.1678,33,0.0084,0.0074,0.0138,183,158,28,1,0,0,0,64845,1.47,0.04,0.15,0.05,0.84,0.01,41.5098582551,153,13.05," ",0.13,12.87,0.12,12.56,0.22,0.15," "," ",3091,"20303849-3329079",0.74,-25,9.278,0.025,6.666,0.057,-20.5444040251,-23.8764014218,0.4938993848,0.7114074889,45.3495481785,268.4372438859,265.0052438859,265.0478685185,372.568285634,"None","None","None",,"None","None",,"None","None","None","None",1
154,119,"HIPASSJ2031-52","run5/night1","04.06.2013","ESO_186G055",,0,"20h31m05.6s ","-52d36m48s","not used","low snr","SAB(r)a             ","Sa",0.015715,0.00004,1.5,0.6,14.71,80.35,0.471,105,88.7,10.8,0.427,0.052,105,4711.1,4827.2,4711.3,4711.3,4732,4804.8,4689.5,4670.5,4596.7,4495.5,4907.7,3086.2,6282.2,"4495.5;4907.7",319.3,87,339.7,339.7,0.0382,7.2,0.0067,0.0058,0.0122,102,158,28,1,0,0,0,64865,1.17,0.05,0.37,0.05," "," ",,105," "," "," ",14.71,0.21,14.17,0.45,0.04," "," ",4684,"20310560-5236480",0.42,-75,11.007,0.058,3.072,0.041,-19.8294443955,-23.2312183744,0.1700183501,0.9110332869,65.6485369429,314.35983519,310.92783519,310.9677132934,341.3351825384,"None","None","None",,"None","None",,"None","None","None","None",1
155,119,"HIPASSJ2031-52","run5/night1","04.06.2013","ESO_186G055",,0,"20h31m05.6s ","-52d36m48s","not used","low snr","SAB(r)a             ","Sa",0.015715,0.00004,1.5,0.6,14.71,80.35,0.471,105,88.7,10.8,0.427,0.052,105,4711.1,4827.2,4711.3,4711.3,4732,4804.8,4689.5,4670.5,4596.7,4495.5,4907.7,3086.2,6282.2,"4495.5;4907.7",319.3,87,339.7,339.7,0.0382,7.2,0.0067,0.0058,0.0122,102,158,28,1,0,0,0,64865,1.17,0.05,0.37,0.05," "," ",,105," "," "," ",14.71,0.21,14.17,0.45,0.04," "," ",4684,"20310560-5236480",0.42,-75,11.007,0.058,3.072,0.041,-19.8294443955,-23.2312183744,0.1700183501,0.9110332869,65.6485369429,314.35983519,310.92783519,310.9677132934,341.3351825384,"None","None","None",,"None","None",,"None","None","None","None",0
156,120,"HIPASSJ2034-31","run1/night7","28.05.2012","NGC_6925",,1,"20h34m20.6s ","-31d58m51s","used",,"SA(s)bc        HII  ","Sbc",0.009313,0.000013,4.5,1.2,12.07,281.84,0.25,5,268,12.6,0.275,0.02,5,2792,2608.3,2791,2791,2780.1,2574.3,2820.7,2830,2562.8,2504,3077.5,1130.2,4018.8,"2504.0;3077.5",507.7,140.3,531.7,531.7,0.167,50.8,0.0069,0.0063,0.0138,183,158,28,1,1,0,0,64980,1.65,0.02,0.56,0.03,1,0.01,60,5,12.07," ",0.13,12.06,0.15,10.98,0.82,0.25,503,6,2699,"20342056-3158512",0.36,7,7.985,0.021," ",0.059,-21.8059800432,-25.0192701608,0.0623556793,0.9683203606,75.5395773345,503.0154174176,499.5834174176,499.6084376375,515.9536636592,193.6449721047,2.2052567231,"None",,96.3133350977,3.1607448343,"didn't plot rad_vel graph","None","None","None","None",1
157,121,"HIPASSJ2057-51","run5/night1","04.06.2013","NGC_6982",,0,"20h57m18.4s ","-51d51m44s","not used","low snr","(R)SB(s)0/a         ","S0a",0.015793,0.000022,0.87,0.46,14.76,62.37,0.444,59,64.3,7.8,0.603,0.058,152,4734.6,4734.6,4695.1,4695.1,4707,4763.9,4667.9,4653.1,4552.8,4475,4905.5,3289.4,6281.2,"4475.0;4905.5",153.2,153.2,358.2,358.2,0.0783,14.3,0.0068,0.0057,0.0122,102,158,28,1,0,0,0,65776,1.03,0.05,0.22,0.04,0.49,0.09,18.5417725951,152,14.4," ",0.2,14.21,0.21,13.99,0.22,0.04," "," ",4757,"20571835-5151442",0.52,65,10.767,0.048,3.096,0.037,-20.0784204129,-23.3966356157,0.353772377,0.8038828416,53.502502668,150.8181292842,147.3861292842,146.8811569404,182.7146312143,"None","None","None",,"None","None",,"None","None","None","None",1
158,121,"HIPASSJ2057-51","run5/night1","04.06.2013","NGC_6982",,0,"20h57m18.4s ","-51d51m44s","not used","low snr","(R)SB(s)0/a         ","Sc",0.015793,0.000022,0.87,0.46,14.76,62.37,0.444,59,64.3,7.8,0.603,0.058,152,4734.6,4734.6,4695.1,4695.1,4707,4763.9,4667.9,4653.1,4552.8,4475,4905.5,3289.4,6281.2,"4475.0;4905.5",153.2,153.2,358.2,358.2,0.0783,14.3,0.0068,0.0057,0.0122,102,158,28,1,0,0,0,65776,1.03,0.05,0.22,0.04,0.49,0.09,18.5417725951,152,14.4," ",0.2,14.21,0.21,13.99,0.22,0.04," "," ",4757,"20571835-5151442",0.52,65,10.767,0.048,3.096,0.037,-20.0784204129,-23.3966356157,0.353772377,0.8038828416,53.502502668,150.8181292842,147.3861292842,146.8811569404,182.7146312143,"None","None","None",,"None","None",,"None","None","None","None",0
